,artistName,venueName,streamingEvent,title,locationText,artistUrl,watchLiveText,isPlus,callToActionText,rsvpCount,rsvpCountInt,startsAt,endsAt,timezone,locale,date_range,is_weekend,num_semaine,jour_avant,event_duration,popularity
0,Jonathan Arons Official,Herald Square,False,Triad Brass for Midtown Music,"New York City, NY",https://www.bandsintown.com/a/15373187-jonathan-arons-official?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,0,0,2024-10-08 13:30:00,2024-10-08 18:00:00,America/New_York,en,events,False,2,43,4.5,Low
1,Zach Adleman,International Center of Photography Museum,False,Birsa Chatterjee @ International Center of Phot.,"New York City, NY",https://www.bandsintown.com/a/15497228-zach-adleman?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,0,0,2024-10-08 17:00:00,2024-10-08 19:00:00,America/New_York,en,events,False,2,43,2.0,Low
2,kraftwitch,The Bar at Café Kitsuné,False,Joyride (DJ set),"Kings Point, NY",https://www.bandsintown.com/a/15544893-kraftwitch?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,1,1,2024-10-08 18:00:00,2024-10-08 22:00:00,America/New_York,en,events,False,2,43,4.0,Medium
3,Rén with the Mane,Mercury Lounge,False,,"New York, NY",https://www.bandsintown.com/a/14623382-ren-with-the-mane?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,1,1,2024-10-08 18:00:00,2024-10-08 19:00:00,America/New_York,en,events,False,2,43,1.0,Medium
4,D.A Sempre,SOL Mexican Cocina,False,,"New York, NY",https://www.bandsintown.com/a/14224384-d.a-sempre?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,0,0,2024-10-08 18:00:00,2024-10-08 19:00:00,America/New_York,en,events,False,2,43,1.0,Low
5,Phoebe Katis,Mercury Lounge,False,,"New York, NY",https://www.bandsintown.com/a/2860730-phoebe-katis?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,2,2,2024-10-08 18:00:00,2024-10-08 19:00:00,America/New_York,en,events,False,2,43,1.0,High
6,Noé Socha,Collective Governors Island - A New York City Retreat,False,Noé Socha on Governors Island,"New York City, NY",https://www.bandsintown.com/a/3499167-noe-socha?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,1,1,2024-10-08 18:00:00,2024-10-08 21:00:00,America/New_York,en,events,False,2,43,3.0,Medium
7,Jimmy Shaka,Mercato Kitchen & Cocktails,False,Mercato,"Massapequa Park, NY",https://www.bandsintown.com/a/15531110-jimmy-shaka?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,0,0,2024-10-08 18:00:00,2024-10-08 21:00:00,America/New_York,en,events,False,2,43,3.0,Low
8,Cotton,The Apollo's Victoria Theater 1,False,,"New York City, NY",https://www.bandsintown.com/a/334789-cotton?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,0,0,2024-10-08 18:30:00,2024-10-08 19:30:00,America/New_York,en,events,False,2,43,1.0,Low
9,Apollo,The Apollo's Victoria Theater 1,False,,"New York City, NY",https://www.bandsintown.com/a/119679-apollo?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,0,0,2024-10-08 18:30:00,2024-10-08 19:30:00,America/New_York,en,events,False,2,43,1.0,Low
10,Johnny Marr,Brooklyn Paramount,False,,"Brooklyn, NY",https://www.bandsintown.com/a/145340-johnny-marr?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,254,254,2024-10-08 18:30:00,2024-10-08 19:30:00,America/New_York,en,events,False,2,43,1.0,Very High
11,Gabrielle Stravelli,Fraunces Tavern,False,Jazz at Fraunces Tavern,"New York City, NY",https://www.bandsintown.com/a/2094289-gabrielle-stravelli?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,1,1,2024-10-08 18:30:00,2024-10-08 21:30:00,America/New_York,en,events,False,2,43,3.0,Medium
12,Nelson Riveros Music,Westchester Marriott,False,Solo Guitar Westchester Marriot,"Tarrytown, NY",https://www.bandsintown.com/a/13968981-nelson-riveros-music?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,0,0,2024-10-08 18:30:00,2024-10-08 21:30:00,America/New_York,en,events,False,2,43,3.0,Low
13,Seth Adam,Run & Hide Brewing Co.,False,TEDESCHI TRUCKS BAND Pre-Show!,"Port Chester, NY",https://www.bandsintown.com/a/192658-seth-adam?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,0,0,2024-10-08 18:30:00,2024-10-08 20:30:00,America/New_York,en,events,False,2,43,2.0,Low
14,james,Brooklyn Paramount,False,,"Brooklyn, NY",https://www.bandsintown.com/a/6111-james?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,51,51,2024-10-08 18:30:00,2024-10-08 19:30:00,America/New_York,en,events,False,2,43,1.0,Very High
15,Andy Diagram Trumpet,Brooklyn Paramount,False,Brooklyn New York USA (with James),"Brooklyn, NY",https://www.bandsintown.com/a/2204563-andy-diagram-trumpet?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,4,4,2024-10-08 19:00:00,2024-10-08 20:00:00,America/New_York,en,events,False,2,43,1.0,High
16,Ron Carter,Birdland,False,,"New York, NY",https://www.bandsintown.com/a/48680-ron-carter?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,9,9,2024-10-08 19:00:00,2024-10-08 20:00:00,America/New_York,en,events,False,2,43,1.0,Very High
17,Gabriel Kahane,Peter Jay Sharp Theater at Playwrights Horizons,False,Magnificent Bird - Playwrights Horizons,"New York City, NY",https://www.bandsintown.com/a/48588-gabriel-kahane?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,0,0,2024-10-08 19:00:00,2024-10-08 20:30:00,America/New_York,en,events,False,2,43,1.5,Low
18,Sum 41,White Eagle Hall,False,WALKING DISASTER BOOK TOUR,"Jersey City, NJ",https://www.bandsintown.com/a/114-sum-41?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,274,274,2024-10-08 19:00:00,2024-10-08 20:00:00,America/New_York,en,events,False,2,43,1.0,Very High
19,Ski Club,Arlene's Grocery,False,,"New York, NY",https://www.bandsintown.com/a/163314-ski-club?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,1,1,2024-10-08 19:00:00,2024-10-08 20:00:00,America/New_York,en,events,False,2,43,1.0,Medium
20,Rookie Mistake,Arlene's Grocery,False,,"New York, NY",https://www.bandsintown.com/a/13133417-rookie-mistake?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,0,0,2024-10-08 19:00:00,2024-10-08 20:00:00,America/New_York,en,events,False,2,43,1.0,Low
21,Nick Cabrera,So & So's Neighborhood Piano Bar,False,Solo @ So & So's,"New York City, NY",https://www.bandsintown.com/a/2628326-nick-cabrera?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,0,0,2024-10-08 19:00:00,2024-10-08 20:00:00,America/New_York,en,events,False,2,43,1.0,Low
22,Alison,Pianos,False,,"New York, NY",https://www.bandsintown.com/a/450979-alison?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,0,0,2024-10-08 19:00:00,2024-10-08 20:00:00,America/New_York,en,events,False,2,43,1.0,Low
23,On Your Radar,The Bitter End,False,,"New York, NY",https://www.bandsintown.com/a/1007451-on-your-radar?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,0,0,2024-10-08 19:00:00,2024-10-08 20:00:00,America/New_York,en,events,False,2,43,1.0,Low
24,LANG LANG,Stern Auditorium / Perelman Stage at Carnegie Hall,False,,"New York City, NY",https://www.bandsintown.com/a/12176436-lang-lang?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,44,44,2024-10-08 19:00:00,2024-10-08 20:00:00,America/New_York,en,events,False,2,43,1.0,Very High
25,Berke Can Özcan,Nublu 151,False,,"New York, NY",https://www.bandsintown.com/a/15534489-berke-can-ozcan?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,1,1,2024-10-08 19:00:00,2024-10-08 20:00:00,America/New_York,en,events,False,2,43,1.0,Medium
26,The Fictionals,Pianos,False,,"New York, NY",https://www.bandsintown.com/a/3331295-the-fictionals?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,0,0,2024-10-08 19:00:00,2024-10-08 20:00:00,America/New_York,en,events,False,2,43,1.0,Low
27,StereoPhonic,John Golden Theatre,False,,"New York City, NY",https://www.bandsintown.com/a/2449338-stereophonic?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,0,0,2024-10-08 19:00:00,2024-10-08 20:00:00,America/New_York,en,events,False,2,43,1.0,Low
28,Gustavo Dudamel,Stern Auditorium / Perelman Stage at Carnegie Hall,False,,"New York City, NY",https://www.bandsintown.com/a/154567-gustavo-dudamel?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,18,18,2024-10-08 19:00:00,2024-10-08 20:00:00,America/New_York,en,events,False,2,43,1.0,Very High
29,Jonah Parzen-Johnson,Nublu 151,False,,"New York, NY",https://www.bandsintown.com/a/2722203-jonah-parzen-johnson?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,0,0,2024-10-08 19:00:00,2024-10-08 20:00:00,America/New_York,en,events,False,2,43,1.0,Low
30,VOSH,Trans Pecos,False,,"Ridgewood, NY",https://www.bandsintown.com/a/12366511-vosh?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,3,3,2024-10-08 19:00:00,2024-10-08 20:00:00,America/New_York,en,events,False,2,43,1.0,High
31,Dasha,Bowery Ballroom,False,,"New York City, NY",https://www.bandsintown.com/a/43256-dasha?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,63,63,2024-10-08 19:00:00,2024-10-08 20:00:00,America/New_York,en,events,False,2,43,1.0,Very High
32,Artemas,Warsaw,False,,"Brooklyn, NY",https://www.bandsintown.com/a/1848153-artemas?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,59,59,2024-10-08 19:00:00,2024-10-08 20:00:00,America/New_York,en,events,False,2,43,1.0,Very High
33,AJ Lee & Blue Summit,Union Pool,False,,"New York City, NY",https://www.bandsintown.com/a/14941250-aj-lee-and-blue-summit?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,30,30,2024-10-08 19:00:00,2024-10-08 22:00:00,America/New_York,en,events,False,2,43,3.0,Very High
34,ATARASHII GAKKO!,Terminal 5,False,,"New York City, NY",https://www.bandsintown.com/a/15514848-atarashii-gakko!?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,98,98,2024-10-08 19:00:00,2024-10-08 20:00:00,America/New_York,en,events,False,2,43,1.0,Very High
35,Zach Zimmerman,The Bell House,False,,"Brooklyn, NY",https://www.bandsintown.com/a/14321590-zach-zimmerman?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,0,0,2024-10-08 19:00:00,2024-10-08 20:00:00,America/New_York,en,events,False,2,43,1.0,Low
36,Sonia De Los Santos,The Vogel at Count Basie Center for the Arts,False,,"Red Bank, NJ",https://www.bandsintown.com/a/12066926-sonia-de-los-santos?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,0,0,2024-10-08 19:00:00,2024-10-08 20:00:00,America/New_York,en,events,False,2,43,1.0,Low
37,Justin Timberlake,Prudential Center,False,,"Newark, NJ",https://www.bandsintown.com/a/14-justin-timberlake?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,283,283,2024-10-08 19:00:00,2024-10-08 20:00:00,America/New_York,en,events,False,2,43,1.0,Very High
38,iridescent pools,The Bowery Electric,False,"Iridescent Pools with Greenlady, Jacuzzi Fire, and Annie Dukes","New York City, NY",https://www.bandsintown.com/a/15557585-iridescent-pools?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,0,0,2024-10-08 19:00:00,2024-10-08 20:00:00,America/New_York,en,events,False,2,43,1.0,Low
39,Los Angeles Philharmonic,Stern Auditorium / Perelman Stage at Carnegie Hall,False,,"New York City, NY",https://www.bandsintown.com/a/46683-los-angeles-philharmonic?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,5,5,2024-10-08 19:00:00,2024-10-08 20:00:00,America/New_York,en,events,False,2,43,1.0,High
40,The Notebook,Gerald Schoenfeld Theatre,False,,"New York, NY",https://www.bandsintown.com/a/560094-the-notebook?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,0,0,2024-10-08 19:00:00,2024-10-08 20:00:00,America/New_York,en,events,False,2,43,1.0,Low
41,phil.,Grey Studios,False,,"New York City, NY",https://www.bandsintown.com/a/11557477-phil.?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,0,0,2024-10-08 19:00:00,2024-10-08 20:00:00,America/New_York,en,events,False,2,43,1.0,Low
42,Birdtalker,Brooklyn Made,False,,"Brooklyn, NY",https://www.bandsintown.com/a/11523807-birdtalker?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,15,15,2024-10-08 19:00:00,2024-10-08 20:00:00,America/New_York,en,events,False,2,43,1.0,Very High
43,Jared Benjamin,StageOne at FTC,False,,"Fairfield, CT",https://www.bandsintown.com/a/7977850-jared-benjamin?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,10,10,2024-10-08 19:00:00,2024-10-08 20:00:00,America/New_York,en,events,False,2,43,1.0,Very High
44,Ben Sollee,Drom,False,,"New York City, NY",https://www.bandsintown.com/a/181817-ben-sollee?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,9,9,2024-10-08 19:00:00,2024-10-08 20:00:00,America/New_York,en,events,False,2,43,1.0,Very High
45,True Body,Trans-Pecos,False,,"East New York, NY",https://www.bandsintown.com/a/13266571-true-body?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,0,0,2024-10-08 19:00:00,2024-10-08 20:00:00,America/New_York,en,events,False,2,43,1.0,Low
46,Walk Me Home,Arlene's Grocery,False,,"New York, NY",https://www.bandsintown.com/a/845477-walk-me-home?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,1,1,2024-10-08 19:00:00,2024-10-08 20:00:00,America/New_York,en,events,False,2,43,1.0,Medium
47,Nsqk,Baby's All Right,False,,"Brooklyn, NY",https://www.bandsintown.com/a/15556184-nsqk?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,3,3,2024-10-08 19:00:00,2024-10-08 20:00:00,America/New_York,en,events,False,2,43,1.0,High
48,DELICATE STEVE,The Sultan Room,False,,"Brooklyn, NY",https://www.bandsintown.com/a/1025351-delicate-steve?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,13,13,2024-10-08 19:00:00,2024-10-08 20:00:00,America/New_York,en,events,False,2,43,1.0,Very High
49,Marshy,Pianos,False,,"New York, NY",https://www.bandsintown.com/a/1633741-marshy?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,0,0,2024-10-08 19:00:00,2024-10-08 20:00:00,America/New_York,en,events,False,2,43,1.0,Low
50,NephewCube,Our Wicked Lady,False,"Roof Show! NephewCube, Sophia Rogers, Skeeter De Milo","Brooklyn, NY",https://www.bandsintown.com/a/15557721-nephewcube?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,0,0,2024-10-08 19:00:00,2024-10-08 20:00:00,America/New_York,en,events,False,2,43,1.0,Low
51,TYA,Pianos,False,,"New York, NY",https://www.bandsintown.com/a/170785-tya?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,1,1,2024-10-08 19:00:00,2024-10-08 20:00:00,America/New_York,en,events,False,2,43,1.0,Medium
52,Skeeter de Milo,Our Wicked Lady,False,,"Brooklyn, NY",https://www.bandsintown.com/a/15531510-skeeter-de-milo?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,1,1,2024-10-08 19:00:00,2024-10-08 20:00:00,America/New_York,en,events,False,2,43,1.0,Medium
53,Asal,Warsaw,False,,"Brooklyn, NY",https://www.bandsintown.com/a/2223332-asal?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,4,4,2024-10-08 19:00:00,2024-10-08 20:00:00,America/New_York,en,events,False,2,43,1.0,High
54,Drew Foust & The Wheelhouse,Groove,False,Groove - NYC,"New York City, NY",https://www.bandsintown.com/a/15505749-drew-foust-and-the-wheelhouse?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,1,1,2024-10-08 19:00:00,2024-10-08 20:30:00,America/New_York,en,events,False,2,43,1.5,Medium
55,Margot MacDonald,Multiple Venues - New York City,False,Empire State Music & Arts Festival // Oct 8-13,"East New York, NY",https://www.bandsintown.com/a/33502-margot-macdonald?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,0,0,2024-10-08 19:00:00,2024-10-08 20:00:00,America/New_York,en,events,False,2,43,1.0,Low
56,V. Brown,The Bowery Electric,False,,"New York City, NY",https://www.bandsintown.com/a/784894-v.-brown?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,0,0,2024-10-08 19:00:00,2024-10-08 20:00:00,America/New_York,en,events,False,2,43,1.0,Low
57,Ravyn Lenae,Webster Hall,False,,"New York City, NY",https://www.bandsintown.com/a/12698814-ravyn-lenae?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,121,121,2024-10-08 19:00:00,2024-10-08 22:00:00,America/New_York,en,events,False,2,43,3.0,Very High
58,Kristen Joselle,Grey Studios,False,,"New York City, NY",https://www.bandsintown.com/a/15508321-kristen-joselle?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,0,0,2024-10-08 19:00:00,2024-10-08 20:00:00,America/New_York,en,events,False,2,43,1.0,Low
59,Richard Lloyd Group,503 Social Club,False,Richard Lloyd Group at 503 Social Club,"Hoboken, NJ",https://www.bandsintown.com/a/15527196-richard-lloyd-group?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,3,3,2024-10-08 19:00:00,2024-10-08 20:00:00,America/New_York,en,events,False,2,43,1.0,High
60,Matt Hires,Brooklyn House Show,False,Brooklyn House Show,"Brooklyn, NY",https://www.bandsintown.com/a/189072-matt-hires?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,4,4,2024-10-08 19:30:00,2024-10-08 20:30:00,America/New_York,en,events,False,2,43,1.0,High
61,Gianmarco Soresi,Sesh Comedy: The Bigger Room,False,,"New York City, NY",https://www.bandsintown.com/a/15523327-gianmarco-soresi?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,13,13,2024-10-08 19:30:00,2024-10-08 20:30:00,America/New_York,en,events,False,2,43,1.0,Very High
62,Dina Regine Music and Art,11th Street Bar,False,3 Songwriters Walk Into A Bar,"New York, NY",https://www.bandsintown.com/a/7733758-dina-regine-music-and-art?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,0,0,2024-10-08 19:30:00,2024-10-08 23:00:00,America/New_York,en,events,False,2,43,3.5,Low
63,Trevor Noah,Beacon Theatre,False,,"New York, NY",https://www.bandsintown.com/a/7147223-trevor-noah?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,34,34,2024-10-08 19:30:00,2024-10-08 20:30:00,America/New_York,en,events,False,2,43,1.0,Very High
64,Stand Up Comedy,Greenwich Village Comedy Club,False,,"New York, NY",https://www.bandsintown.com/a/1307744-stand-up-comedy?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,0,0,2024-10-08 19:30:00,2024-10-08 20:30:00,America/New_York,en,events,False,2,43,1.0,Low
65,Pedro Giraudo,The Django,False,Pedro Giraudo Tango Quartet @ The Django,"New York City, NY",https://www.bandsintown.com/a/7461965-pedro-giraudo?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,2,2,2024-10-08 19:30:00,2024-10-08 22:00:00,America/New_York,en,events,False,2,43,2.5,High
66,Crystal Caverns,Berlin,False,,"New York, NY",https://www.bandsintown.com/a/15529815-crystal-caverns?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,0,0,2024-10-08 19:30:00,2024-10-08 20:30:00,America/New_York,en,events,False,2,43,1.0,Low
67,New York City Ballet,David H. Koch Theater,False,,"New York City, NY",https://www.bandsintown.com/a/8869786-new-york-city-ballet?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,1,1,2024-10-08 19:30:00,2024-10-08 20:30:00,America/New_York,en,events,False,2,43,1.0,Medium
68,Samora Pinderhughes,Blue Note Jazz Club,False,,"New York City, NY",https://www.bandsintown.com/a/10117835-samora-pinderhughes?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,3,3,2024-10-08 19:30:00,2024-10-08 23:30:00,America/New_York,en,events,False,2,43,4.0,High
69,Square Feet,The Cutting Room,False,,"New York, NY",https://www.bandsintown.com/a/14428785-square-feet?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,0,0,2024-10-08 19:30:00,2024-10-08 20:30:00,America/New_York,en,events,False,2,43,1.0,Low
70,Oxa,the broadway,False,,"Brooklyn, NY",https://www.bandsintown.com/a/1185198-oxa?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,0,0,2024-10-08 19:30:00,2024-10-08 20:30:00,America/New_York,en,events,False,2,43,1.0,Low
71,Celestine Manno,the broadway,False,,"Brooklyn, NY",https://www.bandsintown.com/a/7623702-celestine-manno?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,1,1,2024-10-08 19:30:00,2024-10-08 20:30:00,America/New_York,en,events,False,2,43,1.0,Medium
72,Mia Jae,Brooklyn Music Kitchen,False,,"Downtown Brooklyn, NY",https://www.bandsintown.com/a/15471469-mia-jae?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,0,0,2024-10-08 19:30:00,2024-10-08 20:30:00,America/New_York,en,events,False,2,43,1.0,Low
73,Samara Joy,The Greene Space,False,,"New York, NY",https://www.bandsintown.com/a/15508662-samara-joy?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,104,104,2024-10-08 19:30:00,2024-10-08 20:30:00,America/New_York,en,events,False,2,43,1.0,Very High
74,The Bandits,Berlin,False,,"New York, NY",https://www.bandsintown.com/a/108762-the-bandits?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,0,0,2024-10-08 19:30:00,2024-10-08 20:30:00,America/New_York,en,events,False,2,43,1.0,Low
75,New York Philharmonic,David Geffen Hall,False,,"New York, NY",https://www.bandsintown.com/a/138586-new-york-philharmonic?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,2,2,2024-10-08 19:30:00,2024-10-08 20:30:00,America/New_York,en,events,False,2,43,1.0,High
76,Mong Tong,TV Eye,False,,"Ridgewood, NY",https://www.bandsintown.com/a/15536139-mong-tong?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,2,2,2024-10-08 19:30:00,2024-10-08 20:30:00,America/New_York,en,events,False,2,43,1.0,High
77,Andromeda Turre,Iridium,False,FROM THE EARTH - LIVE IN NYC!,"New York City, NY",https://www.bandsintown.com/a/2943602-andromeda-turre?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,4,4,2024-10-08 19:30:00,2024-10-08 20:30:00,America/New_York,en,events,False,2,43,1.0,High
78,Kelley Swindall,11th Street Bar,False,,"New York City, NY",https://www.bandsintown.com/a/993710-kelley-swindall?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,0,0,2024-10-08 20:00:00,2024-10-08 23:00:00,America/New_York,en,events,False,2,43,3.0,Low
79,Romeo and Juliet,Circle in Square,False,,"New York, NY",https://www.bandsintown.com/a/231776-romeo-and-juliet?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,1,1,2024-10-08 20:00:00,2024-10-08 21:00:00,America/New_York,en,events,False,2,43,1.0,Medium
80,Julien Baker,Brooklyn Steel,False,,"Brooklyn, NY",https://www.bandsintown.com/a/11630345-julien-baker?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,28,28,2024-10-08 20:00:00,2024-10-08 21:00:00,America/New_York,en,events,False,2,43,1.0,Very High
81,Julian Lage,Village Vanguard,False,,"New York City, NY",https://www.bandsintown.com/a/156283-julian-lage?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,33,33,2024-10-08 20:00:00,2024-10-08 21:00:00,America/New_York,en,events,False,2,43,1.0,Very High
82,LEXY PANTERRA,Elsewhere,False,,"Brooklyn, NY",https://www.bandsintown.com/a/1660131-lexy-panterra?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,2,2,2024-10-08 20:00:00,2024-10-08 21:00:00,America/New_York,en,events,False,2,43,1.0,High
83,Dave King,Village Vanguard,False,Julian Lage Trio @ Village Vanguard,"New York City, NY",https://www.bandsintown.com/a/262476-dave-king?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,6,6,2024-10-08 20:00:00,2024-10-08 21:00:00,America/New_York,en,events,False,2,43,1.0,Very High
84,Sunset Boulevard,St. James Theatre,False,,"New York, NY",https://www.bandsintown.com/a/75549-sunset-boulevard?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,0,0,2024-10-08 20:00:00,2024-10-08 21:00:00,America/New_York,en,events,False,2,43,1.0,Low
