,artistName,venueName,streamingEvent,title,locationText,artistUrl,watchLiveText,isPlus,callToActionText,rsvpCount,rsvpCountInt,startsAt,endsAt,timezone,locale,date_range,is_weekend,num_semaine,jour_avant,event_duration,popularity
4377,Barbara Martinez,Sala Astoria,False,Flamenco Tuesdays @ Sala Astoria,"Queens, NY",https://www.bandsintown.com/a/12931731-barbara-martinez?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,0,0,2024-10-22 19:00:00,2024-10-22 21:00:00,America/New_York,en,events,False,4,29,2.0,Low
4378,StereoPhonic,John Golden Theatre,False,,"New York City, NY",https://www.bandsintown.com/a/2449338-stereophonic?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,0,0,2024-10-22 19:00:00,2024-10-22 20:00:00,America/New_York,en,events,False,4,29,1.0,Low
4379,"ok, tyler",Pianos,False,,"New York, NY",https://www.bandsintown.com/a/15519098-ok-tyler?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,0,0,2024-10-22 19:00:00,2024-10-22 20:00:00,America/New_York,en,events,False,4,29,1.0,Low
4380,Rookie Mistake,Pianos,False,,"New York, NY",https://www.bandsintown.com/a/13133417-rookie-mistake?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,0,0,2024-10-22 19:00:00,2024-10-22 20:00:00,America/New_York,en,events,False,4,29,1.0,Low
4381,Jake and Shelby,Rockwood Music Hall,False,Jake & Shelby @ Rockwood Music Hall,"New York City, NY",https://www.bandsintown.com/a/15524079-jake-and-shelby?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,4,4,2024-10-22 19:00:00,2024-10-22 20:00:00,America/New_York,en,events,False,4,29,1.0,High
4382,Pat Byrne,Union Pool,False,,"New York, NY",https://www.bandsintown.com/a/1914969-pat-byrne?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,0,0,2024-10-22 19:00:00,2024-10-22 20:00:00,America/New_York,en,events,False,4,29,1.0,Low
4383,Tom Peters,Union Pool,False,,"New York, NY",https://www.bandsintown.com/a/2494560-tom-peters?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,0,0,2024-10-22 19:00:00,2024-10-22 20:00:00,America/New_York,en,events,False,4,29,1.0,Low
4384,Catie Lausten,Arlene's Grocery,False,,"New York, NY",https://www.bandsintown.com/a/15538815-catie-lausten?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,0,0,2024-10-22 19:00:00,2024-10-22 20:00:00,America/New_York,en,events,False,4,29,1.0,Low
4385,KMFDM,Irving Plaza,False,,"New York, NY",https://www.bandsintown.com/a/1266-kmfdm?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,68,68,2024-10-22 19:00:00,2024-10-22 20:00:00,America/New_York,en,events,False,4,29,1.0,Very High
4386,Akiko Tsuruga,Cellar Dog,False,,"New York, NY",https://www.bandsintown.com/a/364276-akiko-tsuruga?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,0,0,2024-10-22 19:00:00,2024-10-22 20:00:00,America/New_York,en,events,False,4,29,1.0,Low
4387,Bill Charlap,Birdland,False,,"New York, NY",https://www.bandsintown.com/a/46787-bill-charlap?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,3,3,2024-10-22 19:00:00,2024-10-22 20:00:00,America/New_York,en,events,False,4,29,1.0,High
4388,Fat Dog,TV Eye,False,The WOOF. Tour,"Ridgewood, NY",https://www.bandsintown.com/a/677937-fat-dog?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,28,28,2024-10-22 19:00:00,2024-10-22 20:00:00,America/New_York,en,events,False,4,29,1.0,Very High
4389,Dallas Brass,W Tresper Clarke Middle School,False,Dallas Brass @ W. T. Clarke Middle School/High School,"Westbury, NY",https://www.bandsintown.com/a/174740-dallas-brass?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,0,0,2024-10-22 19:00:00,2024-10-22 21:30:00,America/New_York,en,events,False,4,29,2.5,Low
4390,Our Town,Barrymore Theatre-NY,False,,"New York, NY",https://www.bandsintown.com/a/740093-our-town?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,0,0,2024-10-22 19:00:00,2024-10-22 20:00:00,America/New_York,en,events,False,4,29,1.0,Low
4391,The Notebook,Gerald Schoenfeld Theatre,False,,"New York, NY",https://www.bandsintown.com/a/560094-the-notebook?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,0,0,2024-10-22 19:00:00,2024-10-22 20:00:00,America/New_York,en,events,False,4,29,1.0,Low
4392,Martin Listabarth,Austrian Cultural Forum New York,False,,"New York City, NY",https://www.bandsintown.com/a/15533574-martin-listabarth?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,0,0,2024-10-22 19:00:00,2024-10-22 21:00:00,America/New_York,en,events,False,4,29,2.0,Low
4393,EDNA Vazquez,The Vogel,False,Edna Vazquez with Pink Martini,"Red Bank, NJ",https://www.bandsintown.com/a/3165756-edna-vazquez?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,0,0,2024-10-22 19:30:00,2024-10-22 20:30:00,America/New_York,en,events,False,4,29,1.0,Low
4394,Pink Martini,The Vogel at Count Basie Center for the Arts,False,,"Red Bank, NJ",https://www.bandsintown.com/a/4364-pink-martini?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,74,74,2024-10-22 19:30:00,2024-10-22 20:30:00,America/New_York,en,events,False,4,29,1.0,Very High
4395,Claire Hawkins,Brooklyn Music Kitchen,False,,"Downtown Brooklyn, NY",https://www.bandsintown.com/a/8180617-claire-hawkins?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,0,0,2024-10-22 19:30:00,2024-10-22 20:30:00,America/New_York,en,events,False,4,29,1.0,Low
4396,ANALISE,Brooklyn Music Kitchen,False,,"Downtown Brooklyn, NY",https://www.bandsintown.com/a/15558768-analise?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,0,0,2024-10-22 19:30:00,2024-10-22 20:30:00,America/New_York,en,events,False,4,29,1.0,Low
4397,Lip Critic,TV Eye,False,,"Ridgewood, NY",https://www.bandsintown.com/a/15528231-lip-critic?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,8,8,2024-10-22 19:30:00,2024-10-22 20:30:00,America/New_York,en,events,False,4,29,1.0,Very High
4398,Amy Jay,Sleepwalk,False,Sleepwalk,"Kings Point, NY",https://www.bandsintown.com/a/10747482-amy-jay?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,0,0,2024-10-22 19:30:00,2024-10-22 20:30:00,America/New_York,en,events,False,4,29,1.0,Low
4399,Jenny Slate,The Town Hall,False,,"New York, NY",https://www.bandsintown.com/a/1111631-jenny-slate?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,6,6,2024-10-22 19:30:00,2024-10-22 20:30:00,America/New_York,en,events,False,4,29,1.0,Very High
4400,Riley Cotton,Brooklyn Music Kitchen,False,,"Downtown Brooklyn, NY",https://www.bandsintown.com/a/15490057-riley-cotton?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,0,0,2024-10-22 19:30:00,2024-10-22 20:30:00,America/New_York,en,events,False,4,29,1.0,Low
4401,Juliette Lola,Brooklyn Music Kitchen,False,,"Downtown Brooklyn, NY",https://www.bandsintown.com/a/15550546-juliette-lola?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,0,0,2024-10-22 19:30:00,2024-10-22 20:30:00,America/New_York,en,events,False,4,29,1.0,Low
4402,Yulianna Avdeeva,Zankel Hall at Carnegie Hall,False,,"New York, NY",https://www.bandsintown.com/a/1207715-yulianna-avdeeva?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,2,2,2024-10-22 19:30:00,2024-10-22 20:30:00,America/New_York,en,events,False,4,29,1.0,High
4403,Federico De Michelis,Metropolitan Opera,False,Ainadamar,"New York City, NY",https://www.bandsintown.com/a/15485604-federico-de-michelis?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,0,0,2024-10-22 19:30:00,2024-10-22 20:30:00,America/New_York,en,events,False,4,29,1.0,Low
4404,Alexander Malofeev pianist,Weill Recital Hall at Carnegie Hall,False,,"New York City, NY",https://www.bandsintown.com/a/13547425-alexander-malofeev-pianist?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,0,0,2024-10-22 19:30:00,2024-10-22 20:30:00,America/New_York,en,events,False,4,29,1.0,Low
4405,Diamond Cafe,Zone One,False,Diamond Cafe: Sex Love Color Tour,"Brooklyn, NY",https://www.bandsintown.com/a/15218023-diamond-cafe?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,14,14,2024-10-22 20:00:00,2024-10-22 21:00:00,America/New_York,en,events,False,4,29,1.0,Very High
4406,Brian Blade,Blue Note Jazz Club,False,,"New York, NY",https://www.bandsintown.com/a/125714-brian-blade?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,11,11,2024-10-22 20:00:00,2024-10-22 21:00:00,America/New_York,en,events,False,4,29,1.0,Very High
4407,Geoffrey Asmus,Sesh Comedy: The Bigger Room,False,,"New York City, NY",https://www.bandsintown.com/a/15491599-geoffrey-asmus?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,8,8,2024-10-22 20:00:00,2024-10-22 22:30:00,America/New_York,en,events,False,4,29,2.5,Very High
4408,Charlene Kaye,Purgatory,False,,"East New York, NY",https://www.bandsintown.com/a/310812-charlene-kaye?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,0,0,2024-10-22 20:00:00,2024-10-22 21:00:00,America/New_York,en,events,False,4,29,1.0,Low
4409,Jay Cinema,The Bowery Electric,False,,"New York, NY",https://www.bandsintown.com/a/15551816-jay-cinema?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,1,1,2024-10-22 20:00:00,2024-10-22 21:00:00,America/New_York,en,events,False,4,29,1.0,Medium
4410,Rita Brent,Sony Hall,False,The Moth Mainstage,"New York City, NY",https://www.bandsintown.com/a/15495722-rita-brent?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,2,2,2024-10-22 20:00:00,2024-10-22 21:00:00,America/New_York,en,events,False,4,29,1.0,High
4411,Katie Costello,The Bitter End,False,Katie Costello Live at The Bitter End NYC,"New York City, NY",https://www.bandsintown.com/a/420902-katie-costello?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,0,0,2024-10-22 20:00:00,2024-10-22 21:00:00,America/New_York,en,events,False,4,29,1.0,Low
4412,Space Machine,Berlin,False,,"New York, NY",https://www.bandsintown.com/a/618893-space-machine?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,0,0,2024-10-22 20:00:00,2024-10-22 21:00:00,America/New_York,en,events,False,4,29,1.0,Low
4413,Die Antwoord,Brooklyn Steel,False,,"Brooklyn, NY",https://www.bandsintown.com/a/693760-die-antwoord?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,127,127,2024-10-22 20:00:00,2024-10-22 21:00:00,America/New_York,en,events,False,4,29,1.0,Very High
4414,Benjamin Furman Music,Apotheke NoMad,False,,"New York City, NY",https://www.bandsintown.com/a/12022669-benjamin-furman-music?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,0,0,2024-10-22 20:00:00,2024-10-22 23:00:00,America/New_York,en,events,False,4,29,3.0,Low
4415,Phillip Greenlief,2B&2C: The Ken Cro-Ken Memorial Foundation,False,DUO IMPROVISATIONS with Phillip Greenlief & Sam Newsome - Eli Wallace & Nava Dunkelman,"New York, NY",https://www.bandsintown.com/a/351874-phillip-greenlief?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,0,0,2024-10-22 20:00:00,2024-10-22 22:00:00,America/New_York,en,events,False,4,29,2.0,Low
4416,Daniella Cotton,Heaven Can Wait,False,,"New York, NY",https://www.bandsintown.com/a/147042-daniella-cotton?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,0,0,2024-10-22 20:00:00,2024-10-22 21:00:00,America/New_York,en,events,False,4,29,1.0,Low
4417,Danilo Perez,Blue Note Jazz Club,False,"Danilo Pérez, John Patitucci, Brian Blade - Legacy of Wayne Shorter - Special guest Mark Turner @ Blue Note Jazz Club","New York, NY",https://www.bandsintown.com/a/125707-danilo-perez?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,3,3,2024-10-22 20:00:00,2024-10-22 21:00:00,America/New_York,en,events,False,4,29,1.0,High
4418,Knox,The Capitol Theatre,False,,"Port Chester, NY",https://www.bandsintown.com/a/128430-knox?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,6,6,2024-10-22 20:00:00,2024-10-22 21:00:00,America/New_York,en,events,False,4,29,1.0,Very High
4419,Romeo and Juliet,Circle in Square,False,,"New York, NY",https://www.bandsintown.com/a/231776-romeo-and-juliet?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,1,1,2024-10-22 20:00:00,2024-10-22 21:00:00,America/New_York,en,events,False,4,29,1.0,Medium
4420,Big Grime,The Bowery Electric,False,,"New York, NY",https://www.bandsintown.com/a/1274463-big-grime?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,0,0,2024-10-22 20:00:00,2024-10-22 21:00:00,America/New_York,en,events,False,4,29,1.0,Low
4421,AIR,Beacon Theatre,False,,"New York City, NY",https://www.bandsintown.com/a/822-air?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,224,224,2024-10-22 20:00:00,2024-10-22 21:00:00,America/New_York,en,events,False,4,29,1.0,Very High
4422,Maddie Rice,Sundown Bar,False,KATHLEEN | MADDIE RICE AT CASSETTE,"Ridgewood, NY",https://www.bandsintown.com/a/7800251-maddie-rice?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,2,2,2024-10-22 20:00:00,2024-10-22 23:00:00,America/New_York,en,events,False,4,29,3.0,High
4423,Nuclear Family Fantasy,Berlin,False,,"New York, NY",https://www.bandsintown.com/a/14772544-nuclear-family-fantasy?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,0,0,2024-10-22 20:00:00,2024-10-22 21:00:00,America/New_York,en,events,False,4,29,1.0,Low
4424,Leon Knight,Elsewhere,False,,"Brooklyn, NY",https://www.bandsintown.com/a/7819256-leon-knight?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,0,0,2024-10-22 20:00:00,2024-10-22 21:00:00,America/New_York,en,events,False,4,29,1.0,Low
4425,Marilyn Castillo,Citrico Cafe,False,Noche Mexicana at Citrico Cafe,"Queens County, NY",https://www.bandsintown.com/a/14106330-marilyn-castillo?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,0,0,2024-10-22 20:00:00,2024-10-22 23:00:00,America/New_York,en,events,False,4,29,3.0,Low
4426,Wayne Graham,Mercury Lounge,False,,"New York City, NY",https://www.bandsintown.com/a/1211274-wayne-graham?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,0,0,2024-10-22 20:00:00,2024-10-22 21:00:00,America/New_York,en,events,False,4,29,1.0,Low
4427,The Twin Flames,Heaven Can Wait,False,,"New York, NY",https://www.bandsintown.com/a/725702-the-twin-flames?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,0,0,2024-10-22 20:00:00,2024-10-22 21:00:00,America/New_York,en,events,False,4,29,1.0,Low
4428,Jason Yeager Music,Birdland,False,"Birdland w/ Allegra Levy ""Out of the Question"" Album Release","New York City, NY",https://www.bandsintown.com/a/3305856-jason-yeager-music?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,0,0,2024-10-22 20:30:00,2024-10-22 22:00:00,America/New_York,en,events,False,4,29,1.5,Low
4429,Leah Tash,Pete's Candy Store,False,Songwriter Soirée,"Brooklyn, NY",https://www.bandsintown.com/a/11539487-leah-tash?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,0,0,2024-10-22 20:30:00,2024-10-22 21:30:00,America/New_York,en,events,False,4,29,1.0,Low
4430,Allegra Levy Jazz,Birdland,False,Out of the Question CD Release! ,"New York City, NY",https://www.bandsintown.com/a/10390146-allegra-levy-jazz?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,0,0,2024-10-22 20:30:00,2024-10-22 21:30:00,America/New_York,en,events,False,4,29,1.0,Low
4431,John Pizzarelli,Cafe Carlyle,False,Cafe Carlyle - John Pizzarelli & Jessica Molaskey perform “Blossom & Bobby”,"New York City, NY",https://www.bandsintown.com/a/45981-john-pizzarelli?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,5,5,2024-10-22 20:45:00,2024-10-22 21:45:00,America/New_York,en,events,False,4,29,1.0,High
4432,The Dang-it Bobbys,Skinny Dennis,False,,"Brooklyn, NY",https://www.bandsintown.com/a/490968-the-dang-it-bobbys?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,0,0,2024-10-22 21:00:00,2024-10-22 23:55:00,America/New_York,en,events,False,4,29,2.9,Low
4433,anna copa cabanna,TV Eye,False,,"Ridgewood, NY",https://www.bandsintown.com/a/728194-anna-copa-cabanna?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,0,0,2024-10-22 21:00:00,2024-10-22 22:00:00,America/New_York,en,events,False,4,29,1.0,Low
4434,Ariana and the Rose,Joe's Pub,False,The Breakup Variety Hour ,"New York City, NY",https://www.bandsintown.com/a/14753825-ariana-and-the-rose?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,0,0,2024-10-22 21:30:00,2024-10-22 23:00:00,America/New_York,en,events,False,4,29,1.5,Low
4435,Black Pomade,Earthly Delights,False,,"Queens, NY",https://www.bandsintown.com/a/15533569-black-pomade?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,0,0,2024-10-22 22:00:00,2024-10-22 23:00:00,America/New_York,en,events,False,4,29,1.0,Low
4436,Lilyisthatyou,Baby's All Right,False,,"Brooklyn, NY",https://www.bandsintown.com/a/15510116-lilyisthatyou?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,16,16,2024-10-22 22:00:00,2024-10-22 23:00:00,America/New_York,en,events,False,4,29,1.0,Very High
4437,John Patitucci,Blue Note Jazz Club,False,,"New York, NY",https://www.bandsintown.com/a/39932-john-patitucci?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,3,3,2024-10-22 22:30:00,2024-10-22 23:30:00,America/New_York,en,events,False,4,29,1.0,High
4438,Mark Turner,Blue Note Jazz Club,False,,"New York, NY",https://www.bandsintown.com/a/125702-mark-turner?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,4,4,2024-10-22 22:30:00,2024-10-22 23:30:00,America/New_York,en,events,False,4,29,1.0,High
4439,Danilo Perez,Blue Note Jazz Club,False,"Danilo Pérez, John Patitucci, Brian Blade - Legacy of Wayne Shorter - Special guest Mark Turner @ Blue Note Jazz Club","New York City, NY",https://www.bandsintown.com/a/125707-danilo-perez?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,3,3,2024-10-22 22:30:00,2024-10-22 23:30:00,America/New_York,en,events,False,4,29,1.0,High
4440,Stand Up Comedy,Broadway Comedy Club,False,,"New York City, NY",https://www.bandsintown.com/a/1307744-stand-up-comedy?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,0,0,2024-10-22 23:00:00,2024-10-23 00:00:00,America/New_York,en,events,False,4,29,1.0,Low
4441,Enrico Lagasca,St. Paul's Chapel of Trinity Church Wall Street,False,"Bach at One at Trinity Wall Street: BWV 227, Kahane We Are the Saints; Melissa Attebury, conductor","New York City, NY",https://www.bandsintown.com/a/15499575-enrico-lagasca?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,0,0,2024-10-23 13:00:00,2024-10-23 14:00:00,America/New_York,en,events,False,4,28,1.0,Low
4442,Bachelors of Broadway,Elmont Public Library,False,,"Elmont, NY",https://www.bandsintown.com/a/15499403-bachelors-of-broadway?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,1,1,2024-10-23 14:00:00,2024-10-23 15:00:00,America/New_York,en,events,False,4,28,1.0,Medium
4443,The Notebook,Gerald Schoenfeld Theatre,False,,"New York, NY",https://www.bandsintown.com/a/560094-the-notebook?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,0,0,2024-10-23 14:00:00,2024-10-23 15:00:00,America/New_York,en,events,False,4,28,1.0,Low
4444,Canyon.,Terrain,False,Terrain Fall Happy Hour w/ Canyon,"Westport, CT",https://www.bandsintown.com/a/1879491-canyon.?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,0,0,2024-10-23 17:00:00,2024-10-23 19:00:00,America/New_York,en,events,False,4,28,2.0,Low
4445,__ The Professor __,The Fleur Room,False,Fleur Room,"New York City, NY",https://www.bandsintown.com/a/12642929-__-the-professor-__?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,0,0,2024-10-23 17:00:00,2024-10-23 18:00:00,America/New_York,en,events,False,4,28,1.0,Low
4446,Rival Schools,Rough Trade NYC,False,,"New York, NY",https://www.bandsintown.com/a/26306-rival-schools?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,12,12,2024-10-23 18:00:00,2024-10-23 19:00:00,America/New_York,en,events,False,4,28,1.0,Very High
4447,Henry Wagons,Brooklyn Paramount,False,,"Brooklyn, NY",https://www.bandsintown.com/a/208843-henry-wagons?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,10,10,2024-10-23 18:00:00,2024-10-23 19:00:00,America/New_York,en,events,False,4,28,1.0,Very High
4448,Bryan Eng,Frederick P. Rose Hall,False,Bryan Eng @ Cabaret Convention 2024,"New York City, NY",https://www.bandsintown.com/a/15480499-bryan-eng?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,1,1,2024-10-23 18:00:00,2024-10-23 19:00:00,America/New_York,en,events,False,4,28,1.0,Medium
4449,The Dead South,Brooklyn Paramount,False,,"Brooklyn, NY",https://www.bandsintown.com/a/5502951-the-dead-south?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,151,151,2024-10-23 18:00:00,2024-10-23 19:00:00,America/New_York,en,events,False,4,28,1.0,Very High
4450,Huddy,Irving Plaza,False,Mod Sun & lovelytheband: Here's Your Flowers Tour,"New York City, NY",https://www.bandsintown.com/a/15514592-huddy?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,5,5,2024-10-23 18:00:00,2024-10-23 23:30:00,America/New_York,en,events,False,4,28,5.5,High
4451,Mod Sun,Irving Plaza,False,,"New York City, NY",https://www.bandsintown.com/a/934867-mod-sun?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,55,55,2024-10-23 18:00:00,2024-10-23 23:30:00,America/New_York,en,events,False,4,28,5.5,Very High
4452,Annie Mash,Brix Restaurant & Pizza Bar,False,Wednesday Mash Jam at Brix featuring Dylan Kelehan on guitar/vocals,"Belleville, NJ",https://www.bandsintown.com/a/14490202-annie-mash?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,0,0,2024-10-23 18:00:00,2024-10-23 21:00:00,America/New_York,en,events,False,4,28,3.0,Low
4453,Olivia Barton,Mercury Lounge,False,,"New York, NY",https://www.bandsintown.com/a/15526194-olivia-barton?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,1,1,2024-10-23 18:00:00,2024-10-23 19:00:00,America/New_York,en,events,False,4,28,1.0,Medium
4454,lovelytheband,Irving Plaza,False,,"New York City, NY",https://www.bandsintown.com/a/14642476-lovelytheband?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,44,44,2024-10-23 18:00:00,2024-10-23 19:00:00,America/New_York,en,events,False,4,28,1.0,Very High
4455,no love for the middle child,Irving Plaza,False,,"New York City, NY",https://www.bandsintown.com/a/15556691-no-love-for-the-middle-child?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,2,2,2024-10-23 18:00:00,2024-10-23 19:00:00,America/New_York,en,events,False,4,28,1.0,High
4456,Noé Socha,Collective Governors Island - A New York City Retreat,False,Noé Socha on Governors Island,"New York City, NY",https://www.bandsintown.com/a/3499167-noe-socha?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,0,0,2024-10-23 18:00:00,2024-10-23 21:00:00,America/New_York,en,events,False,4,28,3.0,Low
4457,Brittany Ann Tranbaugh,Mercury Lounge,False,,"New York, NY",https://www.bandsintown.com/a/1022308-brittany-ann-tranbaugh?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,0,0,2024-10-23 18:00:00,2024-10-23 19:00:00,America/New_York,en,events,False,4,28,1.0,Low
4458,Krisi,Mannino's Italian Kitchen and Lounge,False,"Krisi live at Mannino's in Commack, NY","Commack, NY",https://www.bandsintown.com/a/15496339-krisi?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,0,0,2024-10-23 18:30:00,2024-10-23 21:30:00,America/New_York,en,events,False,4,28,3.0,Low
4459,Traveling Literary Theater,Spring Lake Library,False,Your Ghost Story,"Spring Lake, NJ",https://www.bandsintown.com/a/15496097-traveling-literary-theater?came_from=257&utm_medium=web&utm_source=home&utm_campaign=event,Watch Live,False,Tickets & RSVP,1,1,2024-10-23 18:30:00,2024-10-23 19:30:00,America/New_York,en,events,False,4,28,1.0,Medium
